company,aws_service,datetime,gross_cost
weyland-yutani,ec2,2024-01-23 01:00:00,98.42
cyberdyne,cloudwatch,2024-01-23 02:00:00,15.97
cyberdyne,infinidash,2024-01-23 02:00:00,25.0
cyberdyne,ec2,2024-01-23 02:00:00,64.75
cyberdyne,cloudwatch,2024-01-23 03:00:00,42.66
cyberdyne,ec2,2024-01-23 03:00:00,62.33
tyrell,ec2,2024-01-23 04:00:00,34.08
weyland-yutani,s3,2024-01-23 04:00:00,93.74
weyland-yutani,ec2,2024-01-23 04:00:00,397.34
weyland-yutani,s3,2024-01-23 06:00:00,61.67
cyberdyne,cloudwatch,2024-01-23 09:00:00,8.15
ingen,ec2,2024-01-23 10:00:00,40.25
ingen,infinidash,2024-01-23 10:00:00,197.43
weyland-yutani,cloudwatch,2024-01-23 12:00:00,29.3
weyland-yutani,ec2,2024-01-23 12:00:00,257.34
cyberdyne,ec2,2024-01-23 13:00:00,165.89
cyberdyne,cloudwatch,2024-01-23 13:00:00,63.64
weyland-yutani,sagemaker,2024-01-23 13:00:00,1352.35
weyland-yutani,ec2,2024-01-23 13:00:00,998.96
weyland-yutani,sagemaker,2024-01-23 14:00:00,237.39
ingen,s3,2024-01-23 17:00:00,39.18
ingen,ec2,2024-01-23 17:00:00,95.02
weyland-yutani,cloudwatch,2024-01-23 18:00:00,19.63
weyland-yutani,cloudwatch,2024-01-23 19:00:00,405.13
weyland-yutani,sagemaker,2024-01-23 20:00:00,685.85
weyland-yutani,cloudwatch,2024-01-23 20:00:00,154.52
cyberdyne,cloudwatch,2024-01-23 21:00:00,12.74
cyberdyne,ec2,2024-01-23 21:00:00,13.38
cyberdyne,s3,2024-01-23 21:00:00,19.2
weyland-yutani,cloudwatch,2024-01-23 22:00:00,37.62
weyland-yutani,infinidash,2024-01-23 22:00:00,269.55
ingen,ec2,2024-01-24 00:00:00,214.03
weyland-yutani,ec2,2024-01-24 03:00:00,50.51
tyrell,s3,2024-01-24 04:00:00,1.36
cyberdyne,ec2,2024-01-24 05:00:00,70.98
cyberdyne,infinidash,2024-01-24 05:00:00,261.27
weyland-yutani,cloudwatch,2024-01-24 08:00:00,41.73
weyland-yutani,sagemaker,2024-01-24 10:00:00,1785.58
weyland-yutani,ec2,2024-01-24 12:00:00,489.17
tyrell,s3,2024-01-24 14:00:00,3.89
cyberdyne,infinidash,2024-01-24 15:00:00,109.61
weyland-yutani,sagemaker,2024-01-24 17:00:00,407.0
weyland-yutani,cloudwatch,2024-01-24 17:00:00,28.48
weyland-yutani,infinidash,2024-01-24 18:00:00,112.5
cyberdyne,ec2,2024-01-24 21:00:00,156.53
weyland-yutani,cloudwatch,2024-01-24 21:00:00,21.84
weyland-yutani,sagemaker,2024-01-24 21:00:00,931.13
ingen,s3,2024-01-24 22:00:00,23.1
ingen,cloudwatch,2024-01-24 22:00:00,121.21
weyland-yutani,cloudwatch,2024-01-25 00:00:00,81.51
ingen,ec2,2024-01-25 01:00:00,50.79
cyberdyne,cloudwatch,2024-01-25 03:00:00,16.38
cyberdyne,s3,2024-01-25 03:00:00,1.51
weyland-yutani,ec2,2024-01-25 03:00:00,255.02
ingen,infinidash,2024-01-25 04:00:00,80.33
weyland-yutani,infinidash,2024-01-25 07:00:00,1264.15
weyland-yutani,sagemaker,2024-01-25 07:00:00,4286.78
cyberdyne,infinidash,2024-01-25 08:00:00,340.76
weyland-yutani,sagemaker,2024-01-25 08:00:00,2672.41
ingen,infinidash,2024-01-25 09:00:00,111.49
ingen,cloudwatch,2024-01-25 09:00:00,13.31
cyberdyne,infinidash,2024-01-25 10:00:00,81.83
cyberdyne,sagemaker,2024-01-25 10:00:00,200.6
cyberdyne,cloudwatch,2024-01-25 10:00:00,6.5
weyland-yutani,cloudwatch,2024-01-25 11:00:00,133.35
weyland-yutani,infinidash,2024-01-25 14:00:00,2841.5
weyland-yutani,cloudwatch,2024-01-25 14:00:00,80.98
cyberdyne,s3,2024-01-25 15:00:00,24.55
weyland-yutani,sagemaker,2024-01-25 16:00:00,353.19
cyberdyne,infinidash,2024-01-25 17:00:00,76.02
cyberdyne,ec2,2024-01-25 17:00:00,424.2
cyberdyne,s3,2024-01-25 19:00:00,100.0
cyberdyne,ec2,2024-01-25 19:00:00,330.07
tyrell,cloudwatch,2024-01-25 19:00:00,7.94
weyland-yutani,ec2,2024-01-25 21:00:00,62.53
weyland-yutani,sagemaker,2024-01-25 21:00:00,4620.32
weyland-yutani,s3,2024-01-25 21:00:00,25.54
weyland-yutani,infinidash,2024-01-25 23:00:00,816.71
weyland-yutani,cloudwatch,2024-01-26 00:00:00,166.3
weyland-yutani,ec2,2024-01-26 00:00:00,1049.38
weyland-yutani,sagemaker,2024-01-26 00:00:00,755.61
weyland-yutani,infinidash,2024-01-26 00:00:00,390.66
ingen,s3,2024-01-26 01:00:00,156.0
ingen,cloudwatch,2024-01-26 01:00:00,70.24
cyberdyne,cloudwatch,2024-01-26 02:00:00,13.33
cyberdyne,s3,2024-01-26 02:00:00,100.0
weyland-yutani,ec2,2024-01-26 04:00:00,133.95
weyland-yutani,infinidash,2024-01-26 04:00:00,2389.58
cyberdyne,infinidash,2024-01-26 05:00:00,238.23
cyberdyne,cloudwatch,2024-01-26 05:00:00,22.59
cyberdyne,infinidash,2024-01-26 09:00:00,134.22
weyland-yutani,cloudwatch,2024-01-26 09:00:00,293.18
ingen,sagemaker,2024-01-26 12:00:00,482.76
ingen,ec2,2024-01-26 12:00:00,642.44
weyland-yutani,infinidash,2024-01-26 12:00:00,852.42
cyberdyne,cloudwatch,2024-01-26 15:00:00,31.26
cyberdyne,s3,2024-01-26 15:00:00,16.55
weyland-yutani,cloudwatch,2024-01-26 15:00:00,204.03
weyland-yutani,sagemaker,2024-01-26 18:00:00,4092.33
weyland-yutani,ec2,2024-01-27 00:00:00,337.5
weyland-yutani,sagemaker,2024-01-27 00:00:00,2842.75
weyland-yutani,infinidash,2024-01-27 07:00:00,1022.23
cyberdyne,infinidash,2024-01-27 08:00:00,190.41
cyberdyne,ec2,2024-01-27 08:00:00,33.2
cyberdyne,s3,2024-01-27 08:00:00,21.17
tyrell,s3,2024-01-27 08:00:00,11.3
ingen,s3,2024-01-27 09:00:00,16.14
weyland-yutani,cloudwatch,2024-01-27 10:00:00,77.18
weyland-yutani,s3,2024-01-27 10:00:00,418.3
weyland-yutani,ec2,2024-01-27 10:00:00,2250.0
cyberdyne,sagemaker,2024-01-27 11:00:00,287.65
cyberdyne,cloudwatch,2024-01-27 11:00:00,18.38
ingen,s3,2024-01-27 12:00:00,44.35
weyland-yutani,cloudwatch,2024-01-27 13:00:00,27.9
weyland-yutani,ec2,2024-01-27 13:00:00,368.91
cyberdyne,cloudwatch,2024-01-27 16:00:00,35.57
cyberdyne,ec2,2024-01-27 16:00:00,213.42
tyrell,sagemaker,2024-01-27 16:00:00,14.76
weyland-yutani,sagemaker,2024-01-27 16:00:00,374.59
weyland-yutani,ec2,2024-01-27 16:00:00,144.15
weyland-yutani,infinidash,2024-01-27 16:00:00,316.02
ingen,infinidash,2024-01-27 20:00:00,495.73
weyland-yutani,sagemaker,2024-01-27 22:00:00,539.07
weyland-yutani,s3,2024-01-27 22:00:00,198.5
weyland-yutani,cloudwatch,2024-01-27 22:00:00,42.23
ingen,s3,2024-01-28 01:00:00,84.39
cyberdyne,ec2,2024-01-28 02:00:00,104.88
weyland-yutani,s3,2024-01-28 02:00:00,53.42
cyberdyne,s3,2024-01-28 08:00:00,15.12
cyberdyne,cloudwatch,2024-01-28 08:00:00,6.61
cyberdyne,sagemaker,2024-01-28 08:00:00,78.78
cyberdyne,s3,2024-01-28 12:00:00,13.94
weyland-yutani,sagemaker,2024-01-28 12:00:00,2268.88
cyberdyne,cloudwatch,2024-01-28 14:00:00,9.07
weyland-yutani,sagemaker,2024-01-28 14:00:00,5880.12
weyland-yutani,infinidash,2024-01-28 19:00:00,443.01
cyberdyne,s3,2024-01-28 23:00:00,5.5
cyberdyne,cloudwatch,2024-01-28 23:00:00,15.47
weyland-yutani,ec2,2024-01-29 01:00:00,292.18
weyland-yutani,cloudwatch,2024-01-29 03:00:00,50.28
weyland-yutani,infinidash,2024-01-29 03:00:00,1184.58
ingen,cloudwatch,2024-01-29 06:00:00,34.04
tyrell,s3,2024-01-29 07:00:00,4.48
cyberdyne,s3,2024-01-29 12:00:00,26.15
cyberdyne,cloudwatch,2024-01-29 17:00:00,32.37
cyberdyne,infinidash,2024-01-29 17:00:00,111.17
weyland-yutani,sagemaker,2024-01-29 19:00:00,765.16
weyland-yutani,ec2,2024-01-29 19:00:00,2250.0
weyland-yutani,infinidash,2024-01-29 20:00:00,253.77
weyland-yutani,s3,2024-01-29 20:00:00,62.38
cyberdyne,s3,2024-01-29 21:00:00,26.12
cyberdyne,cloudwatch,2024-01-29 21:00:00,22.29
cyberdyne,infinidash,2024-01-29 22:00:00,300.94
cyberdyne,s3,2024-01-29 22:00:00,29.15
cyberdyne,ec2,2024-01-29 22:00:00,239.21
ingen,cloudwatch,2024-01-30 01:00:00,13.15
tyrell,sagemaker,2024-01-30 01:00:00,11.32
weyland-yutani,cloudwatch,2024-01-30 02:00:00,241.79
cyberdyne,cloudwatch,2024-01-30 04:00:00,41.4
cyberdyne,infinidash,2024-01-30 04:00:00,91.66
cyberdyne,cloudwatch,2024-01-30 06:00:00,8.71
cyberdyne,ec2,2024-01-30 06:00:00,59.21
weyland-yutani,sagemaker,2024-01-30 08:00:00,1232.15
weyland-yutani,cloudwatch,2024-01-30 08:00:00,14.17
cyberdyne,ec2,2024-01-30 09:00:00,69.05
cyberdyne,infinidash,2024-01-30 09:00:00,215.11
ingen,cloudwatch,2024-01-30 09:00:00,20.28
weyland-yutani,ec2,2024-01-30 12:00:00,501.0
weyland-yutani,sagemaker,2024-01-30 12:00:00,588.7
cyberdyne,ec2,2024-01-30 14:00:00,106.1
cyberdyne,s3,2024-01-30 14:00:00,20.58
cyberdyne,infinidash,2024-01-30 14:00:00,138.58
cyberdyne,s3,2024-01-30 15:00:00,7.45
cyberdyne,cloudwatch,2024-01-30 15:00:00,29.34
cyberdyne,ec2,2024-01-30 15:00:00,59.86
ingen,ec2,2024-01-30 15:00:00,51.8
tyrell,sagemaker,2024-01-30 17:00:00,48.1
weyland-yutani,cloudwatch,2024-01-30 17:00:00,51.76
weyland-yutani,sagemaker,2024-01-30 17:00:00,369.66
weyland-yutani,ec2,2024-01-30 17:00:00,521.33
weyland-yutani,infinidash,2024-01-30 20:00:00,901.72
cyberdyne,cloudwatch,2024-01-30 21:00:00,18.03
weyland-yutani,s3,2024-01-30 23:00:00,174.02
cyberdyne,cloudwatch,2024-01-31 01:00:00,22.3
cyberdyne,infinidash,2024-01-31 01:00:00,115.27
weyland-yutani,infinidash,2024-01-31 01:00:00,663.33
weyland-yutani,cloudwatch,2024-01-31 04:00:00,47.5
weyland-yutani,infinidash,2024-01-31 04:00:00,182.0
weyland-yutani,sagemaker,2024-01-31 04:00:00,1259.52
ingen,cloudwatch,2024-01-31 06:00:00,36.38
cyberdyne,ec2,2024-01-31 07:00:00,120.88
weyland-yutani,ec2,2024-01-31 08:00:00,719.22
weyland-yutani,infinidash,2024-01-31 08:00:00,450.48
cyberdyne,ec2,2024-01-31 09:00:00,49.7
weyland-yutani,infinidash,2024-01-31 12:00:00,2407.66
weyland-yutani,infinidash,2024-01-31 16:00:00,495.56
weyland-yutani,sagemaker,2024-01-31 16:00:00,1460.11
weyland-yutani,ec2,2024-01-31 16:00:00,59.97
weyland-yutani,infinidash,2024-01-31 19:00:00,413.27
tyrell,s3,2024-01-31 21:00:00,1.04
cyberdyne,cloudwatch,2024-01-31 22:00:00,100.0
cyberdyne,sagemaker,2024-01-31 22:00:00,132.0
weyland-yutani,ec2,2024-01-31 23:00:00,162.7
ingen,ec2,2024-02-01 00:00:00,131.95
weyland-yutani,sagemaker,2024-02-01 01:00:00,5067.27
weyland-yutani,infinidash,2024-02-01 02:00:00,1248.77
weyland-yutani,sagemaker,2024-02-01 02:00:00,464.25
weyland-yutani,cloudwatch,2024-02-01 02:00:00,109.25
weyland-yutani,infinidash,2024-02-01 03:00:00,394.56
weyland-yutani,ec2,2024-02-01 03:00:00,334.07
cyberdyne,infinidash,2024-02-01 04:00:00,51.07
cyberdyne,infinidash,2024-02-01 07:00:00,750.0
weyland-yutani,sagemaker,2024-02-01 09:00:00,3410.98
weyland-yutani,cloudwatch,2024-02-01 09:00:00,128.0
cyberdyne,infinidash,2024-02-01 11:00:00,251.59
ingen,s3,2024-02-01 12:00:00,5.81
ingen,cloudwatch,2024-02-01 12:00:00,66.65
cyberdyne,s3,2024-02-01 16:00:00,13.08
weyland-yutani,sagemaker,2024-02-01 18:00:00,1833.72
cyberdyne,ec2,2024-02-02 00:00:00,36.54
tyrell,infinidash,2024-02-02 00:00:00,22.72
weyland-yutani,ec2,2024-02-02 01:00:00,236.58
cyberdyne,sagemaker,2024-02-02 04:00:00,2000.0
cyberdyne,ec2,2024-02-02 05:00:00,83.83
weyland-yutani,ec2,2024-02-02 05:00:00,113.4
weyland-yutani,infinidash,2024-02-02 05:00:00,206.52
weyland-yutani,cloudwatch,2024-02-02 05:00:00,38.95
ingen,infinidash,2024-02-02 06:00:00,57.78
ingen,ec2,2024-02-02 06:00:00,91.33
ingen,sagemaker,2024-02-02 06:00:00,420.85
cyberdyne,ec2,2024-02-02 10:00:00,130.69
cyberdyne,infinidash,2024-02-02 10:00:00,330.44
ingen,ec2,2024-02-02 10:00:00,282.32
weyland-yutani,cloudwatch,2024-02-02 10:00:00,94.7
weyland-yutani,infinidash,2024-02-02 10:00:00,610.27
weyland-yutani,s3,2024-02-02 12:00:00,31.97
weyland-yutani,infinidash,2024-02-02 12:00:00,194.9
ingen,s3,2024-02-02 16:00:00,33.48
tyrell,infinidash,2024-02-02 16:00:00,5.59
weyland-yutani,sagemaker,2024-02-02 17:00:00,9000.0
cyberdyne,ec2,2024-02-02 19:00:00,51.77
cyberdyne,infinidash,2024-02-02 19:00:00,50.29
cyberdyne,infinidash,2024-02-02 22:00:00,146.11
cyberdyne,cloudwatch,2024-02-02 22:00:00,6.02
weyland-yutani,cloudwatch,2024-02-02 22:00:00,114.83
weyland-yutani,ec2,2024-02-02 22:00:00,137.11
weyland-yutani,ec2,2024-02-03 00:00:00,154.56
cyberdyne,infinidash,2024-02-03 01:00:00,84.95
cyberdyne,cloudwatch,2024-02-03 01:00:00,31.71
weyland-yutani,s3,2024-02-03 01:00:00,34.62
weyland-yutani,infinidash,2024-02-03 01:00:00,1530.41
ingen,s3,2024-02-03 05:00:00,41.03
ingen,cloudwatch,2024-02-03 05:00:00,4.88
tyrell,s3,2024-02-03 06:00:00,0.63
cyberdyne,cloudwatch,2024-02-03 07:00:00,23.81
cyberdyne,infinidash,2024-02-03 07:00:00,54.33
weyland-yutani,cloudwatch,2024-02-03 07:00:00,381.51
weyland-yutani,infinidash,2024-02-03 07:00:00,3375.0
weyland-yutani,infinidash,2024-02-03 08:00:00,1550.38
tyrell,infinidash,2024-02-03 09:00:00,10.87
weyland-yutani,ec2,2024-02-03 13:00:00,2250.0
weyland-yutani,infinidash,2024-02-03 13:00:00,1093.58
weyland-yutani,cloudwatch,2024-02-03 13:00:00,50.47
cyberdyne,s3,2024-02-03 15:00:00,24.33
tyrell,s3,2024-02-03 15:00:00,13.88
ingen,infinidash,2024-02-03 16:00:00,97.69
cyberdyne,ec2,2024-02-03 18:00:00,85.1
weyland-yutani,ec2,2024-02-03 19:00:00,249.18
weyland-yutani,sagemaker,2024-02-03 19:00:00,1522.36
weyland-yutani,infinidash,2024-02-03 19:00:00,1005.7
cyberdyne,ec2,2024-02-03 23:00:00,31.72
cyberdyne,cloudwatch,2024-02-03 23:00:00,5.83
ingen,infinidash,2024-02-04 00:00:00,523.31
ingen,s3,2024-02-04 00:00:00,6.86
weyland-yutani,sagemaker,2024-02-04 02:00:00,4955.49
weyland-yutani,infinidash,2024-02-04 02:00:00,2805.67
weyland-yutani,ec2,2024-02-04 02:00:00,553.86
cyberdyne,infinidash,2024-02-04 03:00:00,92.34
cyberdyne,infinidash,2024-02-04 06:00:00,25.0
cyberdyne,sagemaker,2024-02-04 07:00:00,99.03
weyland-yutani,cloudwatch,2024-02-04 11:00:00,135.31
ingen,cloudwatch,2024-02-04 12:00:00,122.65
cyberdyne,sagemaker,2024-02-04 15:00:00,1183.5
cyberdyne,ec2,2024-02-04 15:00:00,13.07
tyrell,sagemaker,2024-02-04 15:00:00,142.68
weyland-yutani,ec2,2024-02-04 15:00:00,708.97
weyland-yutani,infinidash,2024-02-04 15:00:00,241.82
weyland-yutani,sagemaker,2024-02-04 15:00:00,425.08
cyberdyne,ec2,2024-02-04 20:00:00,18.97
weyland-yutani,ec2,2024-02-04 21:00:00,103.66
cyberdyne,sagemaker,2024-02-04 23:00:00,83.89
cyberdyne,cloudwatch,2024-02-04 23:00:00,19.57
cyberdyne,infinidash,2024-02-04 23:00:00,181.38
weyland-yutani,infinidash,2024-02-04 23:00:00,551.66
weyland-yutani,ec2,2024-02-04 23:00:00,45.0
ingen,s3,2024-02-05 02:00:00,15.4
ingen,cloudwatch,2024-02-05 02:00:00,5.63
ingen,ec2,2024-02-05 02:00:00,110.13
cyberdyne,s3,2024-02-05 03:00:00,4.84
weyland-yutani,s3,2024-02-05 03:00:00,30.85
weyland-yutani,sagemaker,2024-02-05 03:00:00,1799.15
weyland-yutani,infinidash,2024-02-05 03:00:00,427.49
weyland-yutani,cloudwatch,2024-02-05 07:00:00,47.19
weyland-yutani,ec2,2024-02-05 07:00:00,206.45
weyland-yutani,ec2,2024-02-05 13:00:00,2009.0
cyberdyne,s3,2024-02-05 15:00:00,53.15
weyland-yutani,ec2,2024-02-05 15:00:00,619.52
cyberdyne,ec2,2024-02-05 18:00:00,109.87
cyberdyne,cloudwatch,2024-02-05 18:00:00,40.2
cyberdyne,infinidash,2024-02-05 18:00:00,350.98
tyrell,sagemaker,2024-02-05 18:00:00,79.0
cyberdyne,infinidash,2024-02-05 20:00:00,159.53
weyland-yutani,infinidash,2024-02-05 20:00:00,407.81
weyland-yutani,ec2,2024-02-05 20:00:00,888.51
cyberdyne,s3,2024-02-06 01:00:00,4.69
cyberdyne,cloudwatch,2024-02-06 01:00:00,2.04
weyland-yutani,infinidash,2024-02-06 01:00:00,816.89
weyland-yutani,cloudwatch,2024-02-06 01:00:00,38.47
weyland-yutani,infinidash,2024-02-06 06:00:00,914.93
cyberdyne,infinidash,2024-02-06 09:00:00,60.87
ingen,cloudwatch,2024-02-06 09:00:00,4.5
ingen,ec2,2024-02-06 09:00:00,112.55
weyland-yutani,infinidash,2024-02-06 09:00:00,1526.48
weyland-yutani,s3,2024-02-06 09:00:00,50.0
cyberdyne,s3,2024-02-06 11:00:00,56.48
cyberdyne,infinidash,2024-02-06 11:00:00,168.13
cyberdyne,cloudwatch,2024-02-06 12:00:00,15.01
weyland-yutani,ec2,2024-02-06 13:00:00,155.52
weyland-yutani,sagemaker,2024-02-06 13:00:00,4008.65
cyberdyne,ec2,2024-02-06 14:00:00,10.0
cyberdyne,infinidash,2024-02-06 14:00:00,750.0
ingen,cloudwatch,2024-02-06 15:00:00,79.07
cyberdyne,ec2,2024-02-06 17:00:00,304.69
weyland-yutani,infinidash,2024-02-06 18:00:00,2427.82
weyland-yutani,sagemaker,2024-02-06 18:00:00,1745.62
cyberdyne,cloudwatch,2024-02-06 20:00:00,19.39
cyberdyne,ec2,2024-02-06 20:00:00,58.32
cyberdyne,cloudwatch,2024-02-06 22:00:00,23.3
ingen,ec2,2024-02-06 22:00:00,227.07
weyland-yutani,ec2,2024-02-07 00:00:00,193.77
cyberdyne,cloudwatch,2024-02-07 03:00:00,10.27
ingen,ec2,2024-02-07 03:00:00,66.56
cyberdyne,ec2,2024-02-07 04:00:00,21.5
cyberdyne,s3,2024-02-07 04:00:00,57.92
weyland-yutani,ec2,2024-02-07 05:00:00,100.54
cyberdyne,cloudwatch,2024-02-07 07:00:00,87.26
weyland-yutani,infinidash,2024-02-07 10:00:00,201.37
weyland-yutani,s3,2024-02-07 11:00:00,251.08
cyberdyne,s3,2024-02-07 12:00:00,33.9
weyland-yutani,cloudwatch,2024-02-07 16:00:00,176.96
cyberdyne,ec2,2024-02-07 18:00:00,40.07
cyberdyne,s3,2024-02-07 18:00:00,9.97
weyland-yutani,infinidash,2024-02-07 18:00:00,913.08
weyland-yutani,ec2,2024-02-07 18:00:00,530.32
cyberdyne,ec2,2024-02-07 19:00:00,95.5
cyberdyne,ec2,2024-02-07 22:00:00,221.66
cyberdyne,cloudwatch,2024-02-07 22:00:00,25.66
weyland-yutani,sagemaker,2024-02-07 23:00:00,1379.37
weyland-yutani,ec2,2024-02-07 23:00:00,288.21
weyland-yutani,cloudwatch,2024-02-07 23:00:00,11.34
weyland-yutani,s3,2024-02-08 00:00:00,20.54
weyland-yutani,s3,2024-02-08 01:00:00,17.4
cyberdyne,ec2,2024-02-08 04:00:00,98.73
ingen,ec2,2024-02-08 04:00:00,59.04
ingen,infinidash,2024-02-08 04:00:00,151.13
ingen,ec2,2024-02-08 08:00:00,780.0
cyberdyne,ec2,2024-02-08 10:00:00,72.86
weyland-yutani,cloudwatch,2024-02-08 13:00:00,450.0
weyland-yutani,ec2,2024-02-08 13:00:00,264.42
cyberdyne,infinidash,2024-02-08 16:00:00,137.47
cyberdyne,ec2,2024-02-08 16:00:00,77.13
weyland-yutani,ec2,2024-02-08 18:00:00,507.43
weyland-yutani,infinidash,2024-02-08 18:00:00,487.23
weyland-yutani,sagemaker,2024-02-08 18:00:00,295.81
ingen,cloudwatch,2024-02-08 19:00:00,17.09
cyberdyne,cloudwatch,2024-02-08 22:00:00,78.36
cyberdyne,infinidash,2024-02-08 22:00:00,750.0
weyland-yutani,cloudwatch,2024-02-09 02:00:00,289.43
weyland-yutani,infinidash,2024-02-09 02:00:00,550.69
cyberdyne,ec2,2024-02-09 03:00:00,43.88
cyberdyne,s3,2024-02-09 03:00:00,2.42
weyland-yutani,sagemaker,2024-02-09 06:00:00,1015.8
cyberdyne,ec2,2024-02-09 07:00:00,71.55
cyberdyne,s3,2024-02-09 07:00:00,100.0
ingen,s3,2024-02-09 08:00:00,6.96
ingen,cloudwatch,2024-02-09 08:00:00,48.63
weyland-yutani,infinidash,2024-02-09 09:00:00,510.76
cyberdyne,ec2,2024-02-09 11:00:00,118.82
cyberdyne,cloudwatch,2024-02-09 11:00:00,17.94
weyland-yutani,cloudwatch,2024-02-09 12:00:00,122.24
weyland-yutani,infinidash,2024-02-09 12:00:00,2101.84
cyberdyne,cloudwatch,2024-02-09 14:00:00,52.57
weyland-yutani,cloudwatch,2024-02-09 16:00:00,176.94
cyberdyne,infinidash,2024-02-09 19:00:00,92.64
cyberdyne,cloudwatch,2024-02-09 19:00:00,3.12
weyland-yutani,cloudwatch,2024-02-09 21:00:00,17.19
weyland-yutani,sagemaker,2024-02-09 21:00:00,1071.42
weyland-yutani,ec2,2024-02-09 21:00:00,503.12
weyland-yutani,ec2,2024-02-09 23:00:00,215.44
weyland-yutani,infinidash,2024-02-09 23:00:00,367.89
weyland-yutani,cloudwatch,2024-02-10 01:00:00,24.64
weyland-yutani,infinidash,2024-02-10 01:00:00,301.17
weyland-yutani,ec2,2024-02-10 02:00:00,274.14
tyrell,cloudwatch,2024-02-10 04:00:00,1.91
ingen,s3,2024-02-10 05:00:00,12.45
tyrell,cloudwatch,2024-02-10 05:00:00,3.6
cyberdyne,ec2,2024-02-10 06:00:00,29.74
weyland-yutani,cloudwatch,2024-02-10 07:00:00,89.89
weyland-yutani,sagemaker,2024-02-10 10:00:00,1065.83
cyberdyne,infinidash,2024-02-10 12:00:00,30.32
cyberdyne,s3,2024-02-10 18:00:00,45.99
weyland-yutani,infinidash,2024-02-10 18:00:00,803.21
cyberdyne,cloudwatch,2024-02-10 21:00:00,23.92
weyland-yutani,ec2,2024-02-11 00:00:00,590.13
weyland-yutani,cloudwatch,2024-02-11 00:00:00,189.66
weyland-yutani,infinidash,2024-02-11 00:00:00,419.04
weyland-yutani,sagemaker,2024-02-11 00:00:00,477.83
cyberdyne,infinidash,2024-02-11 02:00:00,167.46
cyberdyne,ec2,2024-02-11 02:00:00,23.17
tyrell,ec2,2024-02-11 07:00:00,13.76
weyland-yutani,cloudwatch,2024-02-11 07:00:00,373.19
weyland-yutani,ec2,2024-02-11 07:00:00,278.83
weyland-yutani,infinidash,2024-02-11 07:00:00,112.5
cyberdyne,cloudwatch,2024-02-11 08:00:00,21.12
cyberdyne,s3,2024-02-11 08:00:00,34.84
cyberdyne,infinidash,2024-02-11 09:00:00,25.0
cyberdyne,s3,2024-02-11 09:00:00,77.37
cyberdyne,ec2,2024-02-11 12:00:00,332.44
weyland-yutani,infinidash,2024-02-11 15:00:00,350.43
weyland-yutani,cloudwatch,2024-02-11 15:00:00,88.66
cyberdyne,cloudwatch,2024-02-11 19:00:00,32.95
cyberdyne,ec2,2024-02-11 19:00:00,83.12
cyberdyne,s3,2024-02-11 19:00:00,96.91
tyrell,infinidash,2024-02-11 19:00:00,32.76
tyrell,cloudwatch,2024-02-11 21:00:00,11.2
weyland-yutani,infinidash,2024-02-11 21:00:00,370.55
weyland-yutani,sagemaker,2024-02-11 21:00:00,1276.34
weyland-yutani,ec2,2024-02-11 21:00:00,146.06
tyrell,infinidash,2024-02-12 00:00:00,22.48
cyberdyne,infinidash,2024-02-12 01:00:00,25.82
tyrell,cloudwatch,2024-02-12 01:00:00,1.26
weyland-yutani,cloudwatch,2024-02-12 01:00:00,137.6
cyberdyne,s3,2024-02-12 04:00:00,7.18
cyberdyne,cloudwatch,2024-02-12 04:00:00,3.5
ingen,infinidash,2024-02-12 04:00:00,293.13
weyland-yutani,ec2,2024-02-12 04:00:00,217.35
cyberdyne,s3,2024-02-12 08:00:00,2.29
weyland-yutani,ec2,2024-02-12 09:00:00,102.33
weyland-yutani,ec2,2024-02-12 12:00:00,295.81
weyland-yutani,infinidash,2024-02-12 16:00:00,282.97
ingen,infinidash,2024-02-12 17:00:00,182.6
weyland-yutani,infinidash,2024-02-12 17:00:00,1157.99
weyland-yutani,sagemaker,2024-02-12 18:00:00,2230.39
weyland-yutani,ec2,2024-02-12 18:00:00,83.58
weyland-yutani,cloudwatch,2024-02-12 20:00:00,22.44
weyland-yutani,sagemaker,2024-02-12 20:00:00,1575.72
weyland-yutani,s3,2024-02-12 20:00:00,47.57
cyberdyne,infinidash,2024-02-12 21:00:00,422.62
ingen,infinidash,2024-02-13 01:00:00,86.35
ingen,ec2,2024-02-13 01:00:00,133.65
weyland-yutani,cloudwatch,2024-02-13 01:00:00,92.04
cyberdyne,cloudwatch,2024-02-13 05:00:00,20.64
cyberdyne,sagemaker,2024-02-13 05:00:00,473.25
weyland-yutani,sagemaker,2024-02-13 05:00:00,2565.57
weyland-yutani,infinidash,2024-02-13 05:00:00,216.41
weyland-yutani,cloudwatch,2024-02-13 05:00:00,220.6
ingen,ec2,2024-02-13 06:00:00,100.76
ingen,s3,2024-02-13 06:00:00,15.75
cyberdyne,cloudwatch,2024-02-13 10:00:00,44.16
cyberdyne,infinidash,2024-02-13 10:00:00,88.83
weyland-yutani,ec2,2024-02-13 11:00:00,51.61
cyberdyne,ec2,2024-02-13 12:00:00,271.08
weyland-yutani,sagemaker,2024-02-13 14:00:00,500.46
ingen,cloudwatch,2024-02-13 16:00:00,85.82
weyland-yutani,cloudwatch,2024-02-13 17:00:00,103.75
weyland-yutani,s3,2024-02-13 17:00:00,88.53
weyland-yutani,ec2,2024-02-13 22:00:00,169.86
weyland-yutani,infinidash,2024-02-13 22:00:00,129.54
weyland-yutani,sagemaker,2024-02-13 22:00:00,1260.33
